ACCNTNUM,LOCNUM,LOCNAME,ADDRESSNUM,STREETNAME,DISTRICT,DSTRCTCODE,CITY,CITYCODE,STATE,STATECODE,POSTALCODE,COUNTY,COUNTYCODE,CRESTA,Latitude,Longitude,FLOORAREA,AREAUNIT,CNTRYSCHEME,CNTRYCODE,NUMBLDGS,BLDGSCHEME,BLDGCLASS,OCCSCHEME,OCCTYPE,YEARBUILT,NUMSTORIES,WSCV4VAL,WSCV4VCUR,WSCV5VAL,WSCV5VCUR,WSCV6VAL,WSCV6VCUR,WSCV7VAL,WSCV7VCUR,WSCV4LIMIT,WSCV4LCUR,WSCV5LIMIT,WSCV5LCUR,WSCV6LIMIT,WSCV6LCUR,WSCV7LIMIT,WSCV7LCUR,WSCV4DED,WSCV4DCUR,WSCV5DED,WSCV5DCUR,WSCV6DED,WSCV6DCUR,WSCV7DED,WSCV7DCUR,WSSITELIM,WSSITELCUR,WSSITEDED,WSSITEDCUR,WSCOMBINEDLIM,WSCOMBINEDLCUR,WSCOMBINEDDED,WSCOMBINEDDCUR,RESISTOPEN,ROOFAGE,ROOFANCH,ROOFSYS,CLADRATE,ROOFGEOM,CLADSYS,USERTXT1,USERTXT2,USERID1,USERID2,PRIMARYBLDG
ALR 6722365_24_1,ALR 6722365_24_1,ALR 6722365 11,,URB LOMAS VERDE 4TA SECC BAYAMON  PR,,,BAYAMON,,,,00956,BAYAMON,021,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,174652,USD,17465,USD,0,USD,0,USD,174652,USD,17465,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6722392_24_1,ALR 6722392_24_1,ALR 6722392 11,,KM 113 RD 1 LOT 146BO P JUANA DIAZ  PR,,,JUANA DIAZ,,,,00795,JUANA DIAZ,075,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,80676,USD,8067,USD,0,USD,0,USD,80676,USD,8067,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6722596_24_1,ALR 6722596_24_1,ALR 6722596 11,,KM 14 HM 0 CARR 113BO S QUEBRADILLAS  PR,,,QUEBRADILLAS,,,,00678,QUEBRADILLAS,115,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,102842,USD,10284,USD,0,USD,0,USD,102842,USD,10284,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6722600_24_1,ALR 6722600_24_1,ALR 6722600 11,,ESQ CRISTOBAL COLON10 CA UTUADO  PR,,,UTUADO,,,,00641,UTUADO,141,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,47199,USD,4719,USD,0,USD,0,USD,47199,USD,4719,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6722673_24_1,ALR 6722673_24_1,ALR 6722673 11,,VOLADO WD125 RD KM 8 0 MOCA  PR,,,MOCA,,,,00676,MOCA,099,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,96519,USD,9651,USD,0,USD,0,USD,96519,USD,9651,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6722801_24_1,ALR 6722801_24_1,ALR 6722801 11,,SR 117 KM 1 4 INT LOT #5 LAJAS  PR,,,LAJAS,,,,00667,LAJAS,079,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,49809,USD,4980,USD,0,USD,0,USD,49809,USD,4980,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6722802_24_1,ALR 6722802_24_1,ALR 6722802 11,,BP BOTIJAS #1 PARC 120 OROCOVIS  PR,,,OROCOVIS,,,,00720,OROCOVIS,107,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,109071,USD,10907,USD,0,USD,0,USD,109071,USD,10907,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6722807_24_1,ALR 6722807_24_1,ALR 6722807 11,,KM 4 HM 4 CARR 787BO BA CIDRA  PR,,,CIDRA,,,,00739,CIDRA,041,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,50376,USD,5037,USD,0,USD,0,USD,50376,USD,5037,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6722878_24_1,ALR 6722878_24_1,ALR 6722878 11,,AND  PARCELA NUEVA SECTOR JUANA DIAZ  PR,,,JUANA DIAZ,,,,00795,JUANA DIAZ,075,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,94549,USD,9454,USD,0,USD,0,USD,94549,USD,9454,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6735740_24_1,ALR 6735740_24_1,ALR 6735740 11,,RD7790 KM 10 JUAN ASCEN AGUAS BUENAS  PR,,,AGUAS BUENAS,,,,00703,AGUAS BUENAS,007,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,109066,USD,10906,USD,0,USD,0,USD,109066,USD,10906,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6764211_24_1,ALR 6764211_24_1,ALR 6764211 11,,KM 5 HM 5 CARR 420BO PL MOCA  PR,,,MOCA,,,,00676,MOCA,099,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,63769,USD,6376,USD,0,USD,0,USD,63769,USD,6376,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6764218_24_1,ALR 6764218_24_1,ALR 6764218 11,,URB SAN VICENTE158 CALLE VEGA BAJA  PR,,,VEGA BAJA,,,,00693,VEGA ALTA,143,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,160872,USD,16087,USD,0,USD,0,USD,160872,USD,16087,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6764248_24_1,ALR 6764248_24_1,ALR 6764248 11,,KM 12 HM 2 CARR 165 87D DORADO  PR,,,DORADO,,,,00646,DORADO,051,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,103817,USD,10381,USD,0,USD,0,USD,103817,USD,10381,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6764252_24_1,ALR 6764252_24_1,ALR 6764252 11,,URB GLENVIEW GARDENCALLE PONCE  PR,,,PONCE,,,,00731,PONCE,113,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,116160,USD,11616,USD,0,USD,0,USD,116160,USD,11616,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6764259_24_1,ALR 6764259_24_1,ALR 6764259 11,,BO CONTORNOKM 10 HM 6 S TOA ALTA  PR,,,TOA ALTA,,,,00953,TOA ALTA,135,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,27174,USD,2717,USD,0,USD,0,USD,27174,USD,2717,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6768200_24_1,ALR 6768200_24_1,ALR 6768200 11,,201 AVE LAGUNA APT 621 CAROLINA  PR,,,CAROLINA,,,,00979,CAROLINA,031,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,341011,USD,34101,USD,0,USD,0,USD,341011,USD,34101,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2500,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6796738_24_1,ALR 6796738_24_1,ALR 6796738 11,,NN 3 2 ST LAS AMERIC BAYAMON  PR,,,BAYAMON,,,,00959,BAYAMON,021,,18.35058100,-66.13809400,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,145825,USD,14582,USD,0,USD,0,USD,145825,USD,14582,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6796749_24_1,ALR 6796749_24_1,ALR 6796749 11,,URB CARIOCAF12 CALLE BAL GUAYAMA  PR,,,GUAYAMA,,,,00784,GUAYAMA,057,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,111402,USD,11140,USD,0,USD,0,USD,111402,USD,11140,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6809072_24_1,ALR 6809072_24_1,ALR 6809072 11,,HACIEN LOS RECREOS18-C GUAYAMA  PR,,,GUAYAMA,,,,00784,GUAYAMA,057,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,128119,USD,12811,USD,0,USD,0,USD,128119,USD,12811,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6810018_24_1,ALR 6810018_24_1,ALR 6810018 11,,URB VILLA DEL REYCALLE A CAGUAS  PR,,,CAGUAS,,,,00725,CAGUAS,025,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,134290,USD,13429,USD,0,USD,0,USD,134290,USD,13429,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6811883_24_1,ALR 6811883_24_1,ALR 6811883 11,,BRISAS DEL VALLEF6 NAGUABO  PR,,,NAGUABO,,,,00718,NAGUABO,103,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,60804,USD,6080,USD,0,USD,0,USD,60804,USD,6080,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6816871_24_1,ALR 6816871_24_1,ALR 6816871 11,,VALLE ENCANTADOA-7 CALLE P MANATI  PR,,,MANATI,,,,00674,MANATI,091,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,184789,USD,18478,USD,0,USD,0,USD,184789,USD,18478,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6826287_24_1,ALR 6826287_24_1,ALR 6826287 11,,141 NOBLEZA ST CAGUAS  PR,,,CAGUAS,,,,00727,CAGUAS,025,,18.20471400,-66.05327200,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,109184,USD,10918,USD,0,USD,0,USD,109184,USD,10918,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6826405_24_1,ALR 6826405_24_1,ALR 6826405 11,,COM LA CEIBA79 CALLE 4 JUNCOS  PR,,,JUNCOS,,,,00777,JUNCOS,077,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,113881,USD,11388,USD,0,USD,0,USD,113881,USD,11388,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6832365_24_1,ALR 6832365_24_1,ALR 6832365 11,,492 SR INT KM 3 8PASEOS DEL HATILLO  PR,,,HATILLO,,,,00659,HATILLO,065,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,327686,USD,32768,USD,0,USD,0,USD,327686,USD,32768,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2500,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6832605_24_1,ALR 6832605_24_1,ALR 6832605 11,,BO DELGADOQ11 CALLE 9 CAGUAS  PR,,,CAGUAS,,,,00725,CAGUAS,025,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,131206,USD,13120,USD,0,USD,0,USD,131206,USD,13120,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6832737_24_1,ALR 6832737_24_1,ALR 6832737 11,,15 CALLE SAN NARCISO RIO GRANDE  PR,,,RIO GRANDE,,,,00745,RIO GRANDE,119,,18.38165500,-65.82908300,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,74679,USD,7467,USD,0,USD,0,USD,74679,USD,7467,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6833085_24_1,ALR 6833085_24_1,ALR 6833085 11,,1-71 CALLE ESCOLASTICO VI CAROLINA  PR,,,CAROLINA,,,,00987,CAROLINA,031,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,160542,USD,16054,USD,0,USD,0,USD,160542,USD,16054,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6833170_24_1,ALR 6833170_24_1,ALR 6833170 11,,6-H 3ST VILLAS SAN CRIST LAS PIEDRAS  PR,,,LAS PIEDRAS,,,,00771,LAS PIEDRAS,085,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,197121,USD,19712,USD,0,USD,0,USD,197121,USD,19712,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6833175_24_1,ALR 6833175_24_1,ALR 6833175 11,,4491 LE ALMEIDA ST PONCE  PR,,,PONCE,,,,00731,PONCE,113,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,179270,USD,17927,USD,0,USD,0,USD,179270,USD,17927,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6833272_24_1,ALR 6833272_24_1,ALR 6833272 11,,36 MIRELY ST VILLA MILA CABO ROJO  PR,,,ISABELA,,,,00662,ISABELA,071,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,241765,USD,24176,USD,0,USD,0,USD,241765,USD,24176,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6833288_24_1,ALR 6833288_24_1,ALR 6833288 11,,H7 BRISAS DEL PRADO SANTA ISABEL  PR,,,SANTA ISABEL,,,,00757,SANTA ISABEL,133,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,160676,USD,16067,USD,0,USD,0,USD,160676,USD,16067,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6833334_24_1,ALR 6833334_24_1,ALR 6833334 11,,175 ST C PARCELAS HILL BROT RIO PIEDRAS  PR,,,SAN JUAN,,,,00924,SAN JUAN,127,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,70833,USD,7083,USD,0,USD,0,USD,70833,USD,7083,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6833448_24_1,ALR 6833448_24_1,ALR 6833448 11,,22 CARR 928 LINDO MAR LUQUILLO  PR,,,LUQUILLO,,,,00773,LUQUILLO,089,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,314281,USD,31428,USD,0,USD,0,USD,314281,USD,31428,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2500,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6833685_24_1,ALR 6833685_24_1,ALR 6833685 11,,VILLA DEL CARMENXX-46 PASE PONCE  PR,,,PONCE,,,,00731,PONCE,113,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,129251,USD,12925,USD,0,USD,0,USD,129251,USD,12925,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6833727_24_1,ALR 6833727_24_1,ALR 6833727 11,,176 PR 31 KM10 NAGUABO  PR,,,NAGUABO,,,,00718,NAGUABO,103,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,135942,USD,13594,USD,0,USD,0,USD,135942,USD,13594,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6834046_24_1,ALR 6834046_24_1,ALR 6834046 11,,146GAL DEL MAR JUANA DIAZ  PR,,,JUANA DIAZ,,,,00795,JUANA DIAZ,075,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,237550,USD,23755,USD,0,USD,0,USD,237550,USD,23755,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6834139_24_1,ALR 6834139_24_1,ALR 6834139 11,,CAPA WARD111 ROAD 421 INT MOCA  PR,,,MOCA,,,,00676,MOCA,099,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,79319,USD,7931,USD,0,USD,0,USD,79319,USD,7931,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6834530_24_1,ALR 6834530_24_1,ALR 6834530 11,,796 PR KM 01 INT BAIROA CAGUAS  PR,,,CAGUAS,,,,00725,CAGUAS,025,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,381499,USD,38149,USD,0,USD,0,USD,381499,USD,38149,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2500,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6834561_24_1,ALR 6834561_24_1,ALR 6834561 11,,11ST #232 RIO BLANCO COMM NAGUABO  PR,,,RIO BLANCO,,,,00744,NAGUABO,103,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,44028,USD,4402,USD,0,USD,0,USD,44028,USD,4402,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6834679_24_1,ALR 6834679_24_1,ALR 6834679 11,,N5 MAGNOLIA ST HDA FLOR YAUCO  PR,,,YAUCO,,,,00698,YAUCO,153,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,155046,USD,15504,USD,0,USD,0,USD,155046,USD,15504,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6834734_24_1,ALR 6834734_24_1,ALR 6834734 11,,116-R C20 URB BELLAVISTA G BAYAMON  PR,,,BAYAMON,,,,00957,BAYAMON,021,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,219271,USD,21927,USD,0,USD,0,USD,219271,USD,21927,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6834755_24_1,ALR 6834755_24_1,ALR 6834755 11,,7 EXT LAS FLORES DEV JUANA DIAZ  PR,,,JUANA DIAZ,,,,00795,JUANA DIAZ,075,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,179303,USD,17930,USD,0,USD,0,USD,179303,USD,17930,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6834910_24_1,ALR 6834910_24_1,ALR 6834910 11,,URB CAMINO DEL MAR5018 V TOA BAJA  PR,,,TOA BAJA,,,,00949,TOA BAJA,137,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,146531,USD,14653,USD,0,USD,0,USD,146531,USD,14653,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6835173_24_1,ALR 6835173_24_1,ALR 6835173 11,,URB LA FEC 32 CALLE 1 JUANA DIAZ  PR,,,JUANA DIAZ,,,,00795,JUANA DIAZ,075,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,54206,USD,5420,USD,0,USD,0,USD,54206,USD,5420,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6835390_24_1,ALR 6835390_24_1,ALR 6835390 11,,URB QUINTAS DEL SURN14 C PONCE  PR,,,PONCE,,,,00728,PONCE,113,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,114129,USD,11412,USD,0,USD,0,USD,114129,USD,11412,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6835494_24_1,ALR 6835494_24_1,ALR 6835494 11,,VILLAS DEL CAFETAL23 O YAUCO  PR,,,YAUCO,,,,00698,YAUCO,153,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,110064,USD,11006,USD,0,USD,0,USD,110064,USD,11006,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6842498_24_1,ALR 6842498_24_1,ALR 6842498 11,,PR 926 4 7 EXT LOT 26 HUMACAO  PR,,,HUMACAO,,,,00791,HUMACAO,069,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,225382,USD,22538,USD,0,USD,0,USD,225382,USD,22538,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6856264_24_1,ALR 6856264_24_1,ALR 6856264 11,,12 ST 5-23 ALTURAS DE TORR GUAYNABO  PR,,,GUAYNABO,,,,00969,GUAYNABO,061,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,326606,USD,32660,USD,0,USD,0,USD,326606,USD,32660,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2500,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6856313_24_1,ALR 6856313_24_1,ALR 6856313 11,,VISTA VERDE673 14 ST AGUADILLA  PR,,,AGUADILLA,,,,00603,AGUADILLA,005,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,61950,USD,6195,USD,0,USD,0,USD,61950,USD,6195,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6856361_24_1,ALR 6856361_24_1,ALR 6856361 11,,139 RD KM 3 LOS AUSUBOS PONCE  PR,,,PONCE,,,,00731,PONCE,113,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,101817,USD,10181,USD,0,USD,0,USD,101817,USD,10181,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6856391_24_1,ALR 6856391_24_1,ALR 6856391 11,,RD 411 KM 1 0 INTPIEDRA AGUADA  PR,,,AGUADA,,,,00602,AGUADA,003,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,300704,USD,30070,USD,0,USD,0,USD,300704,USD,30070,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2500,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6856394_24_1,ALR 6856394_24_1,ALR 6856394 11,,942 CECILIO LEBRON ST EL SAN JUAN  PR,,,SAN JUAN,,,,00924,SAN JUAN,127,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,199566,USD,19956,USD,0,USD,0,USD,199566,USD,19956,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6856401_24_1,ALR 6856401_24_1,ALR 6856401 11,,111 E ALVAREZ ST ALTO DEL SAN JUAN  PR,,,SAN JUAN,,,,00915,SAN JUAN,127,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,114380,USD,11438,USD,0,USD,0,USD,114380,USD,11438,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6856472_24_1,ALR 6856472_24_1,ALR 6856472 11,,B-16 PASEO DEL MAR DORADO  PR,,,DORADO,,,,00646,DORADO,051,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,260974,USD,26097,USD,0,USD,0,USD,260974,USD,26097,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2500,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
